卫星对,开始时间,结束时间
Satellite113-Satellite153,6 Jun 2025 17:01:14.615,6 Jun 2025 17:30:47.265,1772.65
Satellite113-Satellite153,6 Jun 2025 17:59:15.170,6 Jun 2025 18:28:47.821,1772.651
Satellite113-Satellite153,6 Jun 2025 18:57:15.726,6 Jun 2025 19:26:48.376,1772.65
Satellite113-Satellite153,6 Jun 2025 19:55:16.281,6 Jun 2025 20:24:48.932,1772.651
Satellite113-Satellite153,6 Jun 2025 20:53:16.837,6 Jun 2025 21:22:49.487,1772.65
Satellite113-Satellite153,6 Jun 2025 21:51:17.392,6 Jun 2025 22:20:50.043,1772.651
Satellite113-Satellite153,6 Jun 2025 22:49:17.948,6 Jun 2025 23:18:50.598,1772.65
Satellite113-Satellite153,6 Jun 2025 23:47:18.503,7 Jun 2025 00:16:51.154,1772.651
Satellite113-Satellite153,7 Jun 2025 00:45:19.059,7 Jun 2025 01:14:51.709,1772.65
Satellite113-Satellite153,7 Jun 2025 01:43:19.614,7 Jun 2025 02:12:52.265,1772.651
Satellite113-Satellite153,7 Jun 2025 02:41:20.170,7 Jun 2025 03:10:52.820,1772.65
Satellite113-Satellite153,7 Jun 2025 03:39:20.725,7 Jun 2025 04:00:00.000,1239.275
Satellite113-Satellite154,6 Jun 2025 04:17:15.116,6 Jun 2025 04:47:12.132,1797.016
Satellite113-Satellite154,6 Jun 2025 05:15:15.673,6 Jun 2025 05:45:12.688,1797.015
Satellite113-Satellite154,6 Jun 2025 06:13:16.231,6 Jun 2025 06:43:13.246,1797.015
Satellite113-Satellite154,6 Jun 2025 07:11:16.787,6 Jun 2025 07:41:13.803,1797.016
Satellite113-Satellite154,6 Jun 2025 08:09:17.338,6 Jun 2025 08:39:14.354,1797.016
Satellite113-Satellite154,6 Jun 2025 09:07:17.895,6 Jun 2025 09:37:14.910,1797.015
Satellite113-Satellite154,6 Jun 2025 10:05:18.452,6 Jun 2025 10:35:15.467,1797.015
Satellite113-Satellite154,6 Jun 2025 11:03:19.009,6 Jun 2025 11:33:16.025,1797.016
Satellite113-Satellite154,6 Jun 2025 12:01:19.560,6 Jun 2025 12:31:16.577,1797.017
Satellite113-Satellite154,6 Jun 2025 12:59:20.117,6 Jun 2025 13:29:17.132,1797.015
Satellite113-Satellite154,6 Jun 2025 13:57:20.674,6 Jun 2025 14:27:17.689,1797.015
Satellite113-Satellite154,6 Jun 2025 14:55:21.231,6 Jun 2025 15:25:18.247,1797.016
Satellite113-Satellite154,6 Jun 2025 15:53:21.782,6 Jun 2025 16:23:18.799,1797.017
Satellite113-Satellite154,6 Jun 2025 16:51:22.338,6 Jun 2025 17:21:19.354,1797.016
Satellite113-Satellite154,6 Jun 2025 17:49:22.896,6 Jun 2025 18:19:19.911,1797.015
Satellite113-Satellite154,6 Jun 2025 18:47:23.453,6 Jun 2025 19:17:20.469,1797.016
Satellite113-Satellite154,6 Jun 2025 19:45:24.004,6 Jun 2025 20:15:21.021,1797.017
Satellite113-Satellite154,6 Jun 2025 20:43:24.560,6 Jun 2025 21:13:21.576,1797.016
Satellite113-Satellite154,6 Jun 2025 21:41:25.118,6 Jun 2025 22:11:22.132,1797.014
Satellite113-Satellite154,6 Jun 2025 22:39:25.675,6 Jun 2025 23:09:22.690,1797.015
Satellite113-Satellite154,6 Jun 2025 23:37:26.226,7 Jun 2025 00:07:23.243,1797.017
Satellite113-Satellite154,7 Jun 2025 00:35:26.782,7 Jun 2025 01:05:23.798,1797.016
Satellite113-Satellite154,7 Jun 2025 01:33:27.340,7 Jun 2025 02:03:24.354,1797.014
Satellite113-Satellite154,7 Jun 2025 02:31:27.897,7 Jun 2025 03:01:24.912,1797.015
Satellite113-Satellite154,7 Jun 2025 03:29:28.448,7 Jun 2025 03:59:25.464,1797.016
Satellite113-Satellite155,6 Jun 2025 04:12:39.541,6 Jun 2025 04:32:27.530,1187.989
Satellite113-Satellite155,6 Jun 2025 05:10:40.094,6 Jun 2025 05:30:28.086,1187.992
Satellite113-Satellite155,6 Jun 2025 06:08:40.649,6 Jun 2025 06:28:28.641,1187.992
Satellite113-Satellite155,6 Jun 2025 07:06:41.204,6 Jun 2025 07:26:29.194,1187.99
Satellite113-Satellite155,6 Jun 2025 08:04:41.760,6 Jun 2025 08:24:29.751,1187.991
Satellite113-Satellite155,6 Jun 2025 09:02:42.315,6 Jun 2025 09:22:30.303,1187.988
Satellite113-Satellite155,6 Jun 2025 10:00:42.875,6 Jun 2025 10:20:30.863,1187.988
Satellite113-Satellite155,6 Jun 2025 10:58:43.426,6 Jun 2025 11:18:31.418,1187.992
Satellite113-Satellite155,6 Jun 2025 11:56:43.983,6 Jun 2025 12:16:31.974,1187.991
Satellite113-Satellite155,6 Jun 2025 12:54:44.537,6 Jun 2025 13:14:32.528,1187.991
Satellite113-Satellite155,6 Jun 2025 13:52:45.093,6 Jun 2025 14:12:33.085,1187.992
Satellite113-Satellite155,6 Jun 2025 14:50:45.648,6 Jun 2025 15:10:33.640,1187.992
Satellite113-Satellite155,6 Jun 2025 15:48:46.208,6 Jun 2025 16:08:34.191,1187.983
Satellite113-Satellite155,6 Jun 2025 16:46:46.762,6 Jun 2025 17:06:34.751,1187.989
Satellite113-Satellite155,6 Jun 2025 17:44:47.316,6 Jun 2025 18:04:35.307,1187.991
Satellite113-Satellite155,6 Jun 2025 18:42:47.873,6 Jun 2025 19:02:35.862,1187.989
Satellite113-Satellite155,6 Jun 2025 19:40:48.425,6 Jun 2025 20:00:36.414,1187.989
Satellite113-Satellite155,6 Jun 2025 20:38:48.981,6 Jun 2025 20:58:36.973,1187.992
Satellite113-Satellite155,6 Jun 2025 21:36:49.536,6 Jun 2025 21:56:37.524,1187.988
Satellite113-Satellite155,6 Jun 2025 22:34:50.095,6 Jun 2025 22:54:38.084,1187.989
Satellite113-Satellite155,6 Jun 2025 23:32:50.648,6 Jun 2025 23:52:38.640,1187.992
Satellite113-Satellite155,7 Jun 2025 00:30:51.204,7 Jun 2025 00:50:39.195,1187.991
Satellite113-Satellite155,7 Jun 2025 01:28:51.758,7 Jun 2025 01:48:39.749,1187.991
Satellite113-Satellite155,7 Jun 2025 02:26:52.314,7 Jun 2025 02:46:40.306,1187.992
Satellite113-Satellite155,7 Jun 2025 03:24:52.869,7 Jun 2025 03:44:40.861,1187.992
Satellite113-Satellite162,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite113-Satellite163,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite113-Satellite164,6 Jun 2025 04:29:49.864,6 Jun 2025 04:31:24.027,94.163
Satellite113-Satellite164,6 Jun 2025 05:27:50.421,6 Jun 2025 05:29:24.582,94.161
Satellite113-Satellite164,6 Jun 2025 06:25:50.972,6 Jun 2025 06:27:25.138,94.166
Satellite113-Satellite164,6 Jun 2025 07:23:51.528,6 Jun 2025 07:25:25.690,94.162
Satellite113-Satellite164,6 Jun 2025 08:21:52.084,6 Jun 2025 08:23:26.249,94.165
Satellite113-Satellite164,6 Jun 2025 09:19:52.642,6 Jun 2025 09:21:26.805,94.163
Satellite113-Satellite164,6 Jun 2025 10:17:53.196,6 Jun 2025 10:19:27.360,94.164
Satellite113-Satellite164,6 Jun 2025 11:15:53.754,6 Jun 2025 11:17:27.914,94.16
Satellite113-Satellite164,6 Jun 2025 12:13:54.305,6 Jun 2025 12:15:28.471,94.166
Satellite113-Satellite164,6 Jun 2025 13:11:54.860,6 Jun 2025 13:13:29.024,94.164
Satellite113-Satellite164,6 Jun 2025 14:09:55.421,6 Jun 2025 14:11:29.582,94.161
Satellite113-Satellite164,6 Jun 2025 15:07:55.976,6 Jun 2025 15:09:30.138,94.162
Satellite113-Satellite164,6 Jun 2025 16:05:56.529,6 Jun 2025 16:07:30.693,94.164
Satellite113-Satellite164,6 Jun 2025 17:03:57.087,6 Jun 2025 17:05:31.248,94.161
Satellite113-Satellite164,6 Jun 2025 18:01:57.638,6 Jun 2025 18:03:31.804,94.166
Satellite113-Satellite164,6 Jun 2025 18:59:58.193,6 Jun 2025 19:01:32.357,94.164
Satellite113-Satellite164,6 Jun 2025 19:57:58.754,6 Jun 2025 19:59:32.915,94.161
Satellite113-Satellite164,6 Jun 2025 20:55:59.310,6 Jun 2025 20:57:33.471,94.161
Satellite113-Satellite164,6 Jun 2025 21:53:59.861,6 Jun 2025 21:55:34.026,94.165
Satellite113-Satellite164,6 Jun 2025 22:52:00.419,6 Jun 2025 22:53:34.581,94.162
Satellite113-Satellite164,6 Jun 2025 23:50:00.971,6 Jun 2025 23:51:35.137,94.166
Satellite113-Satellite164,7 Jun 2025 00:48:01.526,7 Jun 2025 00:49:35.691,94.165
Satellite113-Satellite164,7 Jun 2025 01:46:02.087,7 Jun 2025 01:47:36.248,94.161
Satellite113-Satellite164,7 Jun 2025 02:44:02.642,7 Jun 2025 02:45:36.803,94.161
Satellite113-Satellite164,7 Jun 2025 03:42:03.194,7 Jun 2025 03:43:37.359,94.165
Satellite114-Satellite115,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite114-Satellite122,6 Jun 2025 04:45:55.313,6 Jun 2025 04:47:32.222,96.909
Satellite114-Satellite122,6 Jun 2025 05:43:55.869,6 Jun 2025 05:45:32.776,96.907
Satellite114-Satellite122,6 Jun 2025 06:41:56.421,6 Jun 2025 06:43:33.332,96.911
Satellite114-Satellite122,6 Jun 2025 07:39:56.980,6 Jun 2025 07:41:33.885,96.905
Satellite114-Satellite122,6 Jun 2025 08:37:57.531,6 Jun 2025 08:39:34.444,96.913
Satellite114-Satellite122,6 Jun 2025 09:35:58.087,6 Jun 2025 09:37:34.999,96.912
Satellite114-Satellite122,6 Jun 2025 10:33:58.646,6 Jun 2025 10:35:35.554,96.908
Satellite114-Satellite122,6 Jun 2025 11:31:59.202,6 Jun 2025 11:33:36.110,96.908
Satellite114-Satellite122,6 Jun 2025 12:29:59.753,6 Jun 2025 12:31:36.665,96.912
Satellite114-Satellite122,6 Jun 2025 13:28:00.313,6 Jun 2025 13:29:37.218,96.905
Satellite114-Satellite122,6 Jun 2025 14:26:00.864,6 Jun 2025 14:27:37.776,96.912
Satellite114-Satellite122,6 Jun 2025 15:24:01.419,6 Jun 2025 15:25:38.332,96.913
Satellite114-Satellite122,6 Jun 2025 16:22:01.979,6 Jun 2025 16:23:38.882,96.903
Satellite114-Satellite122,6 Jun 2025 17:20:02.534,6 Jun 2025 17:21:39.443,96.909
Satellite114-Satellite122,6 Jun 2025 18:18:03.086,6 Jun 2025 18:19:39.998,96.912
Satellite114-Satellite122,6 Jun 2025 19:16:03.645,6 Jun 2025 19:17:40.550,96.905
Satellite114-Satellite122,6 Jun 2025 20:14:04.197,6 Jun 2025 20:15:41.109,96.912
Satellite114-Satellite122,6 Jun 2025 21:12:04.752,6 Jun 2025 21:13:41.665,96.913
Satellite114-Satellite122,6 Jun 2025 22:10:05.311,6 Jun 2025 22:11:42.216,96.905
Satellite114-Satellite122,6 Jun 2025 23:08:05.864,6 Jun 2025 23:09:42.774,96.91
Satellite114-Satellite122,7 Jun 2025 00:06:06.419,7 Jun 2025 00:07:43.331,96.912
Satellite114-Satellite122,7 Jun 2025 01:04:06.978,7 Jun 2025 01:05:43.883,96.905
Satellite114-Satellite122,7 Jun 2025 02:02:07.530,7 Jun 2025 02:03:44.442,96.912
Satellite114-Satellite122,7 Jun 2025 03:00:08.085,7 Jun 2025 03:01:44.996,96.911
Satellite114-Satellite122,7 Jun 2025 03:58:08.642,7 Jun 2025 03:59:45.553,96.911
Satellite114-Satellite123,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite114-Satellite124,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite114-Satellite131,6 Jun 2025 04:00:00.000,6 Jun 2025 04:06:40.635,400.635
Satellite114-Satellite131,6 Jun 2025 04:44:53.162,6 Jun 2025 05:04:41.189,1188.027
Satellite114-Satellite131,6 Jun 2025 05:42:53.718,6 Jun 2025 06:02:41.749,1188.031
Satellite114-Satellite131,6 Jun 2025 06:40:54.270,6 Jun 2025 07:00:42.305,1188.035
Satellite114-Satellite131,6 Jun 2025 07:38:54.827,6 Jun 2025 07:58:42.860,1188.033
Satellite114-Satellite131,6 Jun 2025 08:36:55.380,6 Jun 2025 08:56:43.412,1188.032
Satellite114-Satellite131,6 Jun 2025 09:34:55.935,6 Jun 2025 09:54:43.971,1188.036
Satellite114-Satellite131,6 Jun 2025 10:32:56.491,6 Jun 2025 10:52:44.522,1188.031
Satellite114-Satellite131,6 Jun 2025 11:30:57.049,6 Jun 2025 11:50:45.082,1188.033
Satellite114-Satellite131,6 Jun 2025 12:28:57.602,6 Jun 2025 12:48:45.638,1188.036
Satellite114-Satellite131,6 Jun 2025 13:26:58.158,6 Jun 2025 13:46:46.193,1188.035
Satellite114-Satellite131,6 Jun 2025 14:24:58.713,6 Jun 2025 14:44:46.747,1188.034
Satellite114-Satellite131,6 Jun 2025 15:22:59.268,6 Jun 2025 15:42:47.304,1188.036
Satellite114-Satellite131,6 Jun 2025 16:20:59.823,6 Jun 2025 16:40:47.860,1188.037
Satellite114-Satellite131,6 Jun 2025 17:19:00.384,6 Jun 2025 17:38:48.410,1188.026
Satellite114-Satellite131,6 Jun 2025 18:17:00.938,6 Jun 2025 18:36:48.971,1188.033
Satellite114-Satellite131,6 Jun 2025 19:15:01.491,6 Jun 2025 19:34:49.526,1188.035
Satellite114-Satellite131,6 Jun 2025 20:13:02.047,6 Jun 2025 20:32:50.082,1188.035
Satellite114-Satellite131,6 Jun 2025 21:11:02.601,6 Jun 2025 21:30:50.633,1188.032
Satellite114-Satellite131,6 Jun 2025 22:09:03.156,6 Jun 2025 22:28:51.192,1188.036
Satellite114-Satellite131,6 Jun 2025 23:07:03.712,6 Jun 2025 23:26:51.743,1188.031
Satellite114-Satellite131,7 Jun 2025 00:05:04.270,7 Jun 2025 00:24:52.303,1188.033
Satellite114-Satellite131,7 Jun 2025 01:03:04.823,7 Jun 2025 01:22:52.859,1188.036
Satellite114-Satellite131,7 Jun 2025 02:01:05.379,7 Jun 2025 02:20:53.414,1188.035
Satellite114-Satellite131,7 Jun 2025 02:59:05.934,7 Jun 2025 03:18:53.968,1188.034
Satellite114-Satellite131,7 Jun 2025 03:57:06.489,7 Jun 2025 04:00:00.000,173.511
Satellite114-Satellite132,6 Jun 2025 04:00:00.000,6 Jun 2025 04:02:05.046,125.046
Satellite114-Satellite132,6 Jun 2025 04:30:08.565,6 Jun 2025 05:00:05.600,1797.035
Satellite114-Satellite132,6 Jun 2025 05:28:09.120,6 Jun 2025 05:58:06.154,1797.034
Satellite114-Satellite132,6 Jun 2025 06:26:09.678,6 Jun 2025 06:56:06.710,1797.032
Satellite114-Satellite132,6 Jun 2025 07:24:10.235,6 Jun 2025 07:54:07.268,1797.033
Satellite114-Satellite132,6 Jun 2025 08:22:10.786,6 Jun 2025 08:52:07.820,1797.034
Satellite114-Satellite132,6 Jun 2025 09:20:11.342,6 Jun 2025 09:50:08.376,1797.034
Satellite114-Satellite132,6 Jun 2025 10:18:11.900,6 Jun 2025 10:48:08.932,1797.032
Satellite114-Satellite132,6 Jun 2025 11:16:12.457,6 Jun 2025 11:46:09.490,1797.033
Satellite114-Satellite132,6 Jun 2025 12:14:13.008,6 Jun 2025 12:44:10.043,1797.035
Satellite114-Satellite132,6 Jun 2025 13:12:13.564,6 Jun 2025 13:42:10.598,1797.034
Satellite114-Satellite132,6 Jun 2025 14:10:14.122,6 Jun 2025 14:40:11.154,1797.032
Satellite114-Satellite132,6 Jun 2025 15:08:14.679,6 Jun 2025 15:38:11.712,1797.033
Satellite114-Satellite132,6 Jun 2025 16:06:15.230,6 Jun 2025 16:36:12.265,1797.035
Satellite114-Satellite132,6 Jun 2025 17:04:15.786,6 Jun 2025 17:34:12.820,1797.034
Satellite114-Satellite132,6 Jun 2025 18:02:16.344,6 Jun 2025 18:32:13.376,1797.032
Satellite114-Satellite132,6 Jun 2025 19:00:16.901,6 Jun 2025 19:30:13.934,1797.033
Satellite114-Satellite132,6 Jun 2025 19:58:17.452,6 Jun 2025 20:28:14.487,1797.035
Satellite114-Satellite132,6 Jun 2025 20:56:18.008,6 Jun 2025 21:26:15.041,1797.033
Satellite114-Satellite132,6 Jun 2025 21:54:18.566,6 Jun 2025 22:24:15.598,1797.032
Satellite114-Satellite132,6 Jun 2025 22:52:19.123,6 Jun 2025 23:22:16.156,1797.033
Satellite114-Satellite132,6 Jun 2025 23:50:19.673,7 Jun 2025 00:20:16.708,1797.035
Satellite114-Satellite132,7 Jun 2025 00:48:20.230,7 Jun 2025 01:18:17.263,1797.033
Satellite114-Satellite132,7 Jun 2025 01:46:20.788,7 Jun 2025 02:16:17.820,1797.032
Satellite114-Satellite132,7 Jun 2025 02:44:21.344,7 Jun 2025 03:14:18.378,1797.034
Satellite114-Satellite132,7 Jun 2025 03:42:21.895,7 Jun 2025 04:00:00.000,1058.105
Satellite114-Satellite133,6 Jun 2025 04:20:40.679,6 Jun 2025 04:50:13.301,1772.622
Satellite114-Satellite133,6 Jun 2025 05:18:41.232,6 Jun 2025 05:48:13.859,1772.627
Satellite114-Satellite133,6 Jun 2025 06:16:41.787,6 Jun 2025 06:46:14.417,1772.63
Satellite114-Satellite133,6 Jun 2025 07:14:42.342,6 Jun 2025 07:44:14.972,1772.63
Satellite114-Satellite133,6 Jun 2025 08:12:42.897,6 Jun 2025 08:42:15.528,1772.631
Satellite114-Satellite133,6 Jun 2025 09:10:43.453,6 Jun 2025 09:40:16.083,1772.63
Satellite114-Satellite133,6 Jun 2025 10:08:44.008,6 Jun 2025 10:38:16.639,1772.631
Satellite114-Satellite133,6 Jun 2025 11:06:44.564,6 Jun 2025 11:36:17.194,1772.63
Satellite114-Satellite133,6 Jun 2025 12:04:45.119,6 Jun 2025 12:34:17.749,1772.63
Satellite114-Satellite133,6 Jun 2025 13:02:45.675,6 Jun 2025 13:32:18.305,1772.63
Satellite114-Satellite133,6 Jun 2025 14:00:46.230,6 Jun 2025 14:30:18.860,1772.63
Satellite114-Satellite133,6 Jun 2025 14:58:46.786,6 Jun 2025 15:28:19.416,1772.63
Satellite114-Satellite133,6 Jun 2025 15:56:47.341,6 Jun 2025 16:26:19.971,1772.63
Satellite114-Satellite133,6 Jun 2025 16:54:47.897,6 Jun 2025 17:24:20.527,1772.63
Satellite114-Satellite133,6 Jun 2025 17:52:48.452,6 Jun 2025 18:22:21.082,1772.63
Satellite114-Satellite133,6 Jun 2025 18:50:49.008,6 Jun 2025 19:20:21.638,1772.63
Satellite114-Satellite133,6 Jun 2025 19:48:49.563,6 Jun 2025 20:18:22.193,1772.63
Satellite114-Satellite133,6 Jun 2025 20:46:50.119,6 Jun 2025 21:16:22.749,1772.63
Satellite114-Satellite133,6 Jun 2025 21:44:50.674,6 Jun 2025 22:14:23.304,1772.63
Satellite114-Satellite133,6 Jun 2025 22:42:51.230,6 Jun 2025 23:12:23.860,1772.63
Satellite114-Satellite133,6 Jun 2025 23:40:51.785,7 Jun 2025 00:10:24.415,1772.63
Satellite114-Satellite133,7 Jun 2025 00:38:52.341,7 Jun 2025 01:08:24.971,1772.63
Satellite114-Satellite133,7 Jun 2025 01:36:52.896,7 Jun 2025 02:06:25.526,1772.63
Satellite114-Satellite133,7 Jun 2025 02:34:53.451,7 Jun 2025 03:04:26.082,1772.631
Satellite114-Satellite133,7 Jun 2025 03:32:54.007,7 Jun 2025 04:00:00.000,1625.993
Satellite114-Satellite134,6 Jun 2025 04:16:18.166,6 Jun 2025 04:35:15.625,1137.459
Satellite114-Satellite134,6 Jun 2025 05:14:18.726,6 Jun 2025 05:33:16.182,1137.456
Satellite114-Satellite134,6 Jun 2025 06:12:19.277,6 Jun 2025 06:31:16.741,1137.464
Satellite114-Satellite134,6 Jun 2025 07:10:19.833,6 Jun 2025 07:29:17.292,1137.459
Satellite114-Satellite134,6 Jun 2025 08:08:20.393,6 Jun 2025 08:27:17.852,1137.459
Satellite114-Satellite134,6 Jun 2025 09:06:20.944,6 Jun 2025 09:25:18.407,1137.463
Satellite114-Satellite134,6 Jun 2025 10:04:21.499,6 Jun 2025 10:23:18.958,1137.459
Satellite114-Satellite134,6 Jun 2025 11:02:22.059,6 Jun 2025 11:21:19.514,1137.455
Satellite114-Satellite134,6 Jun 2025 12:00:22.610,6 Jun 2025 12:19:20.074,1137.464
Satellite114-Satellite134,6 Jun 2025 12:58:23.165,6 Jun 2025 13:17:20.625,1137.46
Satellite114-Satellite134,6 Jun 2025 13:56:23.725,6 Jun 2025 14:15:21.181,1137.456
Satellite114-Satellite134,6 Jun 2025 14:54:24.276,6 Jun 2025 15:13:21.735,1137.459
Satellite114-Satellite134,6 Jun 2025 15:52:24.837,6 Jun 2025 16:11:22.296,1137.459
Satellite114-Satellite134,6 Jun 2025 16:50:25.387,6 Jun 2025 17:09:22.846,1137.459
Satellite114-Satellite134,6 Jun 2025 17:48:25.947,6 Jun 2025 18:07:23.404,1137.457
Satellite114-Satellite134,6 Jun 2025 18:46:26.499,6 Jun 2025 19:05:23.962,1137.463
Satellite114-Satellite134,6 Jun 2025 19:44:27.054,6 Jun 2025 20:03:24.513,1137.459
Satellite114-Satellite134,6 Jun 2025 20:42:27.614,6 Jun 2025 21:01:25.073,1137.459
Satellite114-Satellite134,6 Jun 2025 21:40:28.165,6 Jun 2025 21:59:25.629,1137.464
Satellite114-Satellite134,6 Jun 2025 22:38:28.720,6 Jun 2025 22:57:26.179,1137.459
Satellite114-Satellite134,6 Jun 2025 23:36:29.280,6 Jun 2025 23:55:26.735,1137.455
Satellite114-Satellite134,7 Jun 2025 00:34:29.831,7 Jun 2025 00:53:27.290,1137.459
Satellite114-Satellite134,7 Jun 2025 01:32:30.391,7 Jun 2025 01:51:27.849,1137.458
Satellite114-Satellite134,7 Jun 2025 02:30:30.942,7 Jun 2025 02:49:28.401,1137.459
Satellite114-Satellite134,7 Jun 2025 03:28:31.502,7 Jun 2025 03:47:28.959,1137.457
Satellite114-Satellite141,6 Jun 2025 04:00:00.000,6 Jun 2025 04:07:54.368,474.368
Satellite114-Satellite141,6 Jun 2025 04:40:26.061,6 Jun 2025 05:05:54.927,1528.866
Satellite114-Satellite141,6 Jun 2025 05:38:26.615,6 Jun 2025 06:03:55.482,1528.867
Satellite114-Satellite141,6 Jun 2025 06:36:27.175,6 Jun 2025 07:01:56.035,1528.86
Satellite114-Satellite141,6 Jun 2025 07:34:27.726,6 Jun 2025 07:59:56.594,1528.868
Satellite114-Satellite141,6 Jun 2025 08:32:28.286,6 Jun 2025 08:57:57.145,1528.859
Satellite114-Satellite141,6 Jun 2025 09:30:28.841,6 Jun 2025 09:55:57.705,1528.864
Satellite114-Satellite141,6 Jun 2025 10:28:29.393,6 Jun 2025 10:53:58.261,1528.868
Satellite114-Satellite141,6 Jun 2025 11:26:29.952,6 Jun 2025 11:51:58.812,1528.86
Satellite114-Satellite141,6 Jun 2025 12:24:30.505,6 Jun 2025 12:49:59.372,1528.867
Satellite114-Satellite141,6 Jun 2025 13:22:31.063,6 Jun 2025 13:47:59.923,1528.86
Satellite114-Satellite141,6 Jun 2025 14:20:31.619,6 Jun 2025 14:46:00.482,1528.863
Satellite114-Satellite141,6 Jun 2025 15:18:32.170,6 Jun 2025 15:44:01.038,1528.868
Satellite114-Satellite141,6 Jun 2025 16:16:32.730,6 Jun 2025 16:42:01.589,1528.859
Satellite114-Satellite141,6 Jun 2025 17:14:33.283,6 Jun 2025 17:40:02.149,1528.866
Satellite114-Satellite141,6 Jun 2025 18:12:33.840,6 Jun 2025 18:38:02.700,1528.86
Satellite114-Satellite141,6 Jun 2025 19:10:34.396,6 Jun 2025 19:36:03.260,1528.864
Satellite114-Satellite141,6 Jun 2025 20:08:34.947,6 Jun 2025 20:34:03.815,1528.868
Satellite114-Satellite141,6 Jun 2025 21:06:35.507,6 Jun 2025 21:32:04.367,1528.86
Satellite114-Satellite141,6 Jun 2025 22:04:36.061,6 Jun 2025 22:30:04.926,1528.865
Satellite114-Satellite141,6 Jun 2025 23:02:36.618,6 Jun 2025 23:28:05.477,1528.859
Satellite114-Satellite141,7 Jun 2025 00:00:37.174,7 Jun 2025 00:26:06.037,1528.863
Satellite114-Satellite141,7 Jun 2025 00:58:37.725,7 Jun 2025 01:24:06.593,1528.868
Satellite114-Satellite141,7 Jun 2025 01:56:38.284,7 Jun 2025 02:22:07.144,1528.86
Satellite114-Satellite141,7 Jun 2025 02:54:38.838,7 Jun 2025 03:20:07.704,1528.866
Satellite114-Satellite141,7 Jun 2025 03:52:39.395,7 Jun 2025 04:00:00.000,440.605
Satellite114-Satellite142,6 Jun 2025 04:32:32.542,6 Jun 2025 04:54:28.265,1315.723
Satellite114-Satellite142,6 Jun 2025 05:30:33.096,6 Jun 2025 05:52:28.820,1315.724
Satellite114-Satellite142,6 Jun 2025 06:28:33.649,6 Jun 2025 06:50:29.376,1315.727
Satellite114-Satellite142,6 Jun 2025 07:26:34.207,6 Jun 2025 07:48:29.931,1315.724
Satellite114-Satellite142,6 Jun 2025 08:24:34.764,6 Jun 2025 08:46:30.487,1315.723
Satellite114-Satellite142,6 Jun 2025 09:22:35.319,6 Jun 2025 09:44:31.042,1315.723
Satellite114-Satellite142,6 Jun 2025 10:20:35.873,6 Jun 2025 10:42:31.597,1315.724
Satellite114-Satellite142,6 Jun 2025 11:18:36.428,6 Jun 2025 11:40:32.153,1315.725
Satellite114-Satellite142,6 Jun 2025 12:16:36.983,6 Jun 2025 12:38:32.708,1315.725
Satellite114-Satellite142,6 Jun 2025 13:14:37.538,6 Jun 2025 13:36:33.264,1315.726
Satellite114-Satellite142,6 Jun 2025 14:12:38.094,6 Jun 2025 14:34:33.819,1315.725
Satellite114-Satellite142,6 Jun 2025 15:10:38.649,6 Jun 2025 15:32:34.375,1315.726
Satellite114-Satellite142,6 Jun 2025 16:08:39.205,6 Jun 2025 16:30:34.930,1315.725
Satellite114-Satellite142,6 Jun 2025 17:06:39.760,6 Jun 2025 17:28:35.486,1315.726
Satellite114-Satellite142,6 Jun 2025 18:04:40.316,6 Jun 2025 18:26:36.041,1315.725
Satellite114-Satellite142,6 Jun 2025 19:02:40.871,6 Jun 2025 19:24:36.597,1315.726
Satellite114-Satellite142,6 Jun 2025 20:00:41.426,6 Jun 2025 20:22:37.152,1315.726
Satellite114-Satellite142,6 Jun 2025 20:58:41.982,6 Jun 2025 21:20:37.707,1315.725
Satellite114-Satellite142,6 Jun 2025 21:56:42.537,6 Jun 2025 22:18:38.263,1315.726
Satellite114-Satellite142,6 Jun 2025 22:54:43.093,6 Jun 2025 23:16:38.818,1315.725
Satellite114-Satellite142,6 Jun 2025 23:52:43.648,7 Jun 2025 00:14:39.374,1315.726
Satellite114-Satellite142,7 Jun 2025 00:50:44.204,7 Jun 2025 01:12:39.929,1315.725
Satellite114-Satellite142,7 Jun 2025 01:48:44.759,7 Jun 2025 02:10:40.485,1315.726
Satellite114-Satellite142,7 Jun 2025 02:46:45.315,7 Jun 2025 03:08:41.040,1315.725
Satellite114-Satellite142,7 Jun 2025 03:44:45.870,7 Jun 2025 04:00:00.000,914.13
Satellite114-Satellite143,6 Jun 2025 04:24:47.451,6 Jun 2025 04:42:53.171,1085.72
